name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"University of Moratuwa, Sri lanka",2022-05-13T11:00:00,26.7,30.4,25.8,94.83,12.669,100,rain,0,0,44.3,5.3,266,1008.5,90.7,9.6,419.2,1.5,4,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-13T12:00:00,26.1,26.1,25.1,94.11,0.011,100,rain,0,0,45,9.5,270,1007,50,6,237.9,0.9,2,,"Rain, Partially cloudy",rain,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-13T13:00:00,27.1,31.4,26.1,94.09,0,0,,0,0,49,9.5,250,1006,50,6,370.9,1.3,4,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-13T14:00:00,27.3,31.5,25.5,89.94,4.585,100,rain,0,0,49.3,9.7,261,1006,90.7,10,303.2,1.1,3,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-13T15:00:00,28.1,32.9,25.1,83.74,0,0,,0,0,48.2,9.5,250,1005,89.5,10,252.7,0.9,3,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-13T16:00:00,27.1,30.8,25.1,88.72,0,0,,0,0,51.1,9.5,230,1005,90,8,231.7,0.8,2,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-13T17:00:00,25.9,25.9,24.9,94,1.992,100,rain,0,0,51.5,9.7,231,1006.1,99.9,7.2,94.7,0.3,1,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-13T18:00:00,27.1,30.8,25.1,88.78,0,0,,0,0,45,9.5,230,1007,90,7,36.3,0.1,0,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-13T19:00:00,28.1,34.7,27.1,94.32,0,0,,0,0,40.3,16.6,240,1006,50,10,5.5,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-13T20:00:00,27.2,31.1,25.1,88.1,0.291,100,rain,0,0,38.2,13.9,230,1008.4,90.7,10.7,0,0,0,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-13T21:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,33.1,16.6,230,1008,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-13T22:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,33.8,18.4,230,1009,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-13T23:00:00,27.7,31.2,23.9,79.96,0.072,100,rain,0,0,32.4,13.5,229,1008.5,99.5,10.8,0,0,0,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T00:00:00,28.1,32.1,24.1,78.93,0,0,,0,0,29.2,18.4,230,1008,30,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T01:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,29.5,20.5,220,1007,30,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T02:00:00,27.9,32.2,24.6,82.71,0,0,,0,0,29.9,14.7,225,1006.2,88.4,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T03:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,34.9,22.3,240,1006,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T04:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,35.3,20.5,240,1006,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T05:00:00,27.9,32.1,24.7,82.76,0.006,100,rain,0,0,33.8,14.3,205,1006.6,88.4,19.6,0,0,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T06:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,31.7,9.5,230,1007,50,10,0,0,0,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-14T07:00:00,29,34.7,25.1,79.12,0,0,,0,0,28.1,11.2,230,1008,49.8,10,2,0,0,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-14T08:00:00,29.6,36.3,25.6,78.85,0.001,100,rain,0,0,28.4,9.6,231,1008.8,90,19.8,19.8,0.1,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T09:00:00,28.1,32.9,25.1,83.79,0,0,,0,0,31,11.3,230,1009,90,8,48.3,0.2,0,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-14T10:00:00,27.1,31.4,26,94.15,0,0,,0,0,32.4,7.7,230,1009,90,6,77.6,0.3,1,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-14T11:00:00,28.3,33,24.7,81.13,1.826,100,rain,0,0,32.4,5.1,231,1009.3,89.6,19.8,72,0.3,1,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T12:00:00,30.1,37.6,26.1,79.2,0.019,100,rain,0,0,34.6,7.7,230,1008,89.3,10,110.5,0.4,1,,"Rain, Partially cloudy",rain,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-14T13:00:00,30.1,36.3,25.1,74.64,0,0,,0,0,37.4,27.7,230,1008,30,10,99.9,0.4,1,,Partially cloudy,partly-cloudy-day,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T14:00:00,27.2,31.1,25.2,88.65,2.89,100,rain,0,0,38.5,26.3,231,1007.6,98.9,7.6,89.8,0.3,1,,"Rain, Overcast",rain,"43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T15:00:00,28.3,33.3,25.2,83.32,0,0,,0,0,40.7,19.1,229.7,1008,100,,82.3,0.3,1,,Overcast,cloudy,remote
"University of Moratuwa, Sri lanka",2022-05-14T16:00:00,28.1,32.1,24.1,78.98,0,0,,0,0,42.1,18.5,230,1007,90,7,65.5,0.2,1,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-14T17:00:00,27.5,31.4,24.6,84.28,0.132,100,rain,0,0,43.9,9.5,231,1007.9,99.9,7.3,36.9,0.1,0,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T18:00:00,27.1,30.8,25.1,88.84,0,0,,0,0,44.3,9.4,230,1008,90,6,9.6,0,0,,Partially cloudy,partly-cloudy-day,43467099999
"University of Moratuwa, Sri lanka",2022-05-14T19:00:00,27.1,30.8,25.1,88.84,0,0,,0,0,43.2,20.5,230,1008,50,10,2.6,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T20:00:00,27.2,30.7,24.6,86.04,0.315,100,rain,0,0,40,17.2,231,1009.8,90.1,19.8,0,0,0,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-14T21:00:00,27.1,30.2,24.1,83.68,0.3,100,rain,0,0,36.7,16.6,250,1010,50,10,0,0,0,,"Rain, Partially cloudy",rain,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T22:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,33.1,18.4,240,1010,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-14T23:00:00,27.5,30.8,23.6,79.41,0.006,100,rain,0,0,34.2,16.8,266,1010.7,88.6,19.8,0,0,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T00:00:00,27.1,30.2,24.1,83.68,0,0,,0,0,40,16.6,240,1010,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T01:00:00,26.4,26.4,24.3,88.26,0,0,,0,0,52.9,22.3,251.3,1011,100,,0,0,0,,Overcast,cloudy,remote
"University of Moratuwa, Sri lanka",2022-05-15T02:00:00,27.1,30.8,24.9,87.63,0.399,100,rain,0,0,50.8,9.4,248,1008.2,90.7,10.8,0,0,0,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T03:00:00,25.1,25.1,25.1,100,7,100,rain,0,0,41.8,11.2,240,1008,50,9,0,0,0,,"Rain, Partially cloudy",rain,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T04:00:00,25.1,25.1,25.1,100,0,0,,0,0,42.8,9.4,260,1008,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T05:00:00,27.8,31.4,23.8,79.17,0.018,100,rain,0,0,42.8,8.9,231,1008.6,89.6,19.9,0,0,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T06:00:00,28,32,24.1,79.03,0.007,100,rain,0,0,41.8,3.7,250,1009,50.5,10,0,0,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T07:00:00,29,33.7,24.1,74.62,0,0,,0,0,37.1,3.7,260,1009,30.2,10,7,0,0,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T08:00:00,29.8,34.7,24,71.01,0.002,100,rain,0,0,30.6,7.6,266,1009.9,59.9,19.7,98.4,0.4,1,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T09:00:00,31,36.6,24.1,66.52,0,0,,0,0,23.4,9.4,270,1010,89.5,10,158.3,0.6,2,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T10:00:00,31,37.9,25.1,70.58,0,0,,0,0,32.8,9.5,250,1010,30.2,10,222.8,0.8,2,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T11:00:00,31.1,37.8,24.9,69.63,0,0,,0,0,37.4,9.2,231,1009.5,88.5,19.9,336.2,1.2,3,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T12:00:00,32,39.3,25.1,66.72,0.038,100,rain,0,0,38.5,13,230,1009,30.2,10,367.5,1.3,4,,"Rain, Partially cloudy",rain,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T13:00:00,32,39.3,25.1,66.64,0,0,,0,0,44.6,9.5,250,1007,30.2,10,646.9,2.3,6,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T14:00:00,31.7,39.3,25.4,69.14,0,0,,0,0,45.7,8.1,225,1007.6,89.7,19.7,808.2,2.9,8,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T15:00:00,29,35.8,26.1,84.01,0.057,100,rain,0,0,46.8,12.9,230,1007,50,10,605.7,2.2,6,,"Rain, Partially cloudy",rain,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T16:00:00,31,37.8,25.1,70.72,0,0,,0,0,46.1,5.5,230,1007,50.5,4,502.9,1.8,5,,Partially cloudy,partly-cloudy-day,"43450099999,43467099999"
"University of Moratuwa, Sri lanka",2022-05-15T17:00:00,28.2,33.5,25.4,84.46,0.308,100,rain,0,0,42.1,5.9,230,1007.9,98.8,19.8,268,1,3,,"Rain, Overcast",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T18:00:00,27.1,31.4,26.1,94.28,9,100,rain,0,0,41.8,14.8,220,1008,50,10,79.1,0.3,1,,"Rain, Partially cloudy",rain,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T19:00:00,27.1,31.4,26.1,94.28,0,0,,0,0,36.4,16.6,210,1008,50,10,17.2,0.1,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T20:00:00,27.6,31.9,24.9,85.17,0.297,100,rain,0,0,36.4,5,230,1009.2,77.6,19.8,0,0,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-15T21:00:00,27.1,31.4,26.1,94.28,0.2,100,rain,0,0,38.9,13,190,1009,50,10,0,0,0,,"Rain, Partially cloudy",rain,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T22:00:00,26.1,26.1,26.1,100,0,0,,0,0,36.7,9.4,180,1010,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-15T23:00:00,28.1,33,25.1,84,0,0,,0,0,36,5.6,204,1009.3,88.2,19.9,0,0,0,,Partially cloudy,partly-cloudy-night,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-16T00:00:00,26.1,26.1,25.1,94.24,0,0,,0,0,31.3,11.2,160,1009,90,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-16T01:00:00,26.1,26.1,25.1,94.24,0,0,,0,0,33.5,9.4,200,1009,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
"University of Moratuwa, Sri lanka",2022-05-16T02:00:00,27.3,31.6,25.3,88.86,9.95,100,rain,0,0,32.8,5.9,203,1007.7,79.5,19.9,0,0,0,,"Rain, Partially cloudy",rain,"43450099999,43467099999,43486099999,43466099999"
"University of Moratuwa, Sri lanka",2022-05-16T03:00:00,26.1,26.1,25.1,94.24,2,100,rain,0,0,35.3,13,220,1007,50,10,0,0,0,,"Rain, Partially cloudy",rain,43450099999
"University of Moratuwa, Sri lanka",2022-05-16T04:00:00,26.1,26.1,25.1,94.24,0,0,,0,0,33.8,14.8,240,1007,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,43450099999
